representacion,dimensiones,MAE,R²,R² etapa 1 afinidades,R² etapa 1 filtros,Δ MAE,desv. Δ MAE
"promedio + frases de reseña, ponderadas",768-778,0.5883985955208518,0.38847386586943344,0.44640156415209403,0.20502683327837481,-0.004038671343464628,0.003325738174626558
promedio + frases de reseña,768-778,0.5915492699455221,0.3837181314803392,0.44640156415209403,0.1947196854115095,-0.0008879969187943981,0.0007009087997005793
promedio + descripción (control),768-770,0.5923973068121968,0.38243056942340337,0.44640156415209403,0.18968024616411636,-3.9960052119702993e-05,3.388085859517998e-05
promedio (sin frases),768,0.5924372668643165,0.382367213378936,0.44640156415209403,0.1894376366523259,0.0,0.0
solo frases de reseña,8-768,0.593706815247595,0.37501936495489685,0.44640156415209403,0.041252296819953474,0.0012695483832785293,0.004431860133938584
solo descripción (control),2-768,0.5994332695834481,0.36301700497547545,0.44640156415209403,-0.007841990687004334,0.0069960027191316556,0.003580735738466489
