criterio,"promedio + frases de reseña, ponderadas",solo frases de reseña,promedio + frases de reseña,promedio + descripción (control),promedio (sin frases),solo descripción (control)
camaradería_masculina_rancia,-0.007958781519870905,-0.02126818404376398,0.0024606973448037194,0.002514556870279505,0.002673344016042889,-0.021636772174397478
insoportabilidad_prolongada,0.2037438610082507,0.08440727138203272,0.22284260442309586,0.22675584169041318,0.22648331296712315,0.032283063520693524
control_emocional_artificial,0.33688028574137807,0.052166010922444064,0.30003520726663363,0.283379879874455,0.2828981863660827,-0.008956525798981341
personajes_diorama,0.18690738677875537,0.01931804872300693,0.156566457212351,0.14616934984121757,0.14597031899179658,-0.02342296036933784
caos_asfixiante,0.30556141438336093,0.07163833711604761,0.2916934608106632,0.28958160254421655,0.2891630209205842,-0.017476758612998532
