representacion,dimensiones,MAE,R²,R² etapa 1 afinidades,R² etapa 1 filtros,Δ MAE,desv. Δ MAE
"promedio + frases de reseña, ponderadas",768-778,0.5883986184319552,0.3884737856047996,0.44640156356153177,0.20502712151087327,-0.004038659291567348,0.0033257754870365916
promedio + frases de reseña,768-778,0.5915492811558194,0.38371810742206075,0.44640156356153177,0.19471966867825372,-0.0008879965677031753,0.000700906861376134
promedio + descripción (control),768-770,0.5923973172290398,0.38243054895318884,0.44640156356153177,0.18968025380714168,-3.996049448287131e-05,3.387966524368036e-05
promedio (sin frases),768,0.5924372777235225,0.3823671931189553,0.44640156356153177,0.18943763809386144,0.0,0.0
solo frases de reseña,8-768,0.5937069563125024,0.37501919325146105,0.44640156356153177,0.04125236331167643,0.001269678588979728,0.0044319077171502625
solo descripción (control),2-768,0.5994333386204017,0.36301692113474626,0.44640156356153177,-0.007841971944871342,0.006996060896879164,0.0035807002770146643
