criterio,solo descripción (control),promedio (sin frases),promedio + frases de reseña,promedio + descripción (control),solo frases de reseña,"promedio + frases de reseña, ponderadas"
camaradería_masculina_rancia,-0.0235326497098022,-0.015566309971524972,-0.016207604704193867,-0.015657322302374422,-0.03145738156038003,-0.03230705449388398
insoportabilidad_prolongada,0.20719877386082555,0.13462869861107074,0.15938615016806462,0.14205769404481114,0.2514809657444531,0.2522485142677857
control_emocional_artificial,-0.040987660445559015,0.31376983339246844,0.3241582125944579,0.3141163601804636,0.09897524332941873,0.3421718988795163
personajes_diorama,-0.010642290251293929,0.08754590831073135,0.0981730130387484,0.09326664022767098,0.008854666027691116,0.16277649645839656
caos_asfixiante,0.08131455389093194,0.0784865424489504,0.09415076626698085,0.08756491912043987,0.15630544075215647,0.22725798043588394
