representacion,dimensiones,NDCG@10,Δ NDCG@10,desv. Δ NDCG@10,Precisión@10,ρ Spearman,MAE,Δ MAE,desv. Δ MAE,R²,R² etapa 1 afinidades,R² etapa 1 filtros
"percentil 95 por dimensión, todas las reseñas",768,0.9424317178955681,0.002633174920361525,0.011075966187174064,0.38,0.6300173470833741,0.6015907317961371,-0.00024228002754258515,0.01067962588926234,0.336515159470666,0.38808144364599706,0.12821521704318364
"percentil 75 por dimensión, todas las reseñas",768,0.9409629142160876,0.001164371240880957,0.0070345952668335295,0.3,0.6409867787018177,0.5951733203621321,-0.0066596914615475455,0.00470676302981648,0.3770187260001607,0.40575322370026284,0.1284394535215827
"percentil 75 por dimensión, hasta 100 reseñas",768,0.9407062092100584,0.0009076662348519671,0.007433458480216959,0.27999999999999997,0.6396071085708626,0.598332720507407,-0.003500291316272608,0.007665775332914991,0.37468972828971114,0.4058235558468287,0.12791611489435287
"percentil 95 por dimensión, hasta 100 reseñas",768,0.9403668862289036,0.0005683432536970568,0.013016519737851348,0.36,0.6286821824405143,0.6017468718102519,-8.614001342777122e-05,0.009746406189341545,0.336187946131824,0.388943950380123,0.12856770588543184
"percentil 90 por dimensión, hasta 100 reseñas",768,0.9399908783699932,0.00019233539478653584,0.007370589800029747,0.32,0.6317624306955331,0.6041327073952235,0.002299695571543836,0.007372180131528695,0.35568966036256283,0.40329274261119863,0.12609788605899747
"percentil 90 por dimensión, todas las reseñas",768,0.9399303872575608,0.00013184428235419877,0.007297688152506721,0.32,0.6308524105836891,0.6027596656169406,0.0009266537932608899,0.006498534205626778,0.3568169907923355,0.40220313586496326,0.12508707250989848
"promedio, todas las reseñas",768,0.9397985429752065,0.0,0.0,0.3,0.6384804170038176,0.6018330118236797,0.0,0.0,0.36212275355742723,0.3969981885135815,0.11977293455833919
"promedio + percentiles de similitud, todas las reseñas",816,0.9396772275951923,-0.00012131538001436404,0.0028621589207856735,0.33999999999999997,0.6435575562378506,0.5957946665501345,-0.006038345273545254,0.0033379232980482445,0.36587741065864476,0.40478846308809907,0.12570180470315748
"promedio, hasta 100 reseñas",768,0.9376150954434601,-0.002183447531746441,0.0035184329765346506,0.27999999999999997,0.6370960620846418,0.6020301574032857,0.0001971455796059729,0.0005099539670350386,0.3623650154796902,0.3980945983778804,0.12015789636180463
"promedio + percentiles de similitud, hasta 100 reseñas",816,0.9373408356269437,-0.0024577073482629384,0.0037320356019209387,0.33999999999999997,0.6436395400317104,0.5962073303687155,-0.005625681454964115,0.003331897391053067,0.3665823288451781,0.4059758073425151,0.12572150087144865
"percentil 50 por dimensión, hasta 100 reseñas",768,0.9363058713119556,-0.003492671663251001,0.010906998621449945,0.3,0.635628552174551,0.6004554755720395,-0.0013775362516402546,0.0044457707919742856,0.3667506047311152,0.3974872025385648,0.12421342685783401
"percentil 50 por dimensión, hasta 50 reseñas",768,0.935252328218597,-0.004546214756609523,0.009511944378929363,0.32,0.6271959333775413,0.60351019915447,0.001677187330790275,0.013993208780790889,0.35359781394035916,0.3951081520640328,0.11023248552560574
"percentil 50 por dimensión, todas las reseñas",768,0.9349991970836562,-0.004799345891550333,0.010696947658118553,0.3,0.6363066752694773,0.5991490057962052,-0.0026840060274744503,0.0032177523377300513,0.36722817962659793,0.39573123330999826,0.12435475399713145
"percentil 90 por dimensión, hasta 50 reseñas",768,0.9344443645677458,-0.005354178407460708,0.005420009137150386,0.36,0.627677295367204,0.6103782734102656,0.008545261586585973,0.007493376803043867,0.3424614487486208,0.3930847751540386,0.12668360338681017
"promedio, hasta 50 reseñas",768,0.9332759068524158,-0.006522636122790737,0.007663930496610691,0.3,0.6243112750307308,0.6096597362964314,0.007826724472751744,0.009931630716516492,0.34757984373014067,0.3952285972860544,0.10315146820797676
"percentil 95 por dimensión, hasta 50 reseñas",768,0.9331983467913556,-0.00660019618385097,0.012555865253870509,0.4,0.6235136898361804,0.6251281874565006,0.023295175632820863,0.012780633363968863,0.302519411310325,0.3754929115975865,0.11244848716894854
"promedio + percentiles de similitud, hasta 50 reseñas",816,0.9321915848413507,-0.007606958133855901,0.010841538585331614,0.3,0.6328247064245454,0.6065301989579237,0.004697187134244008,0.010747210440913098,0.3489694996367769,0.40254814267683303,0.11483810932664702
"percentil 75 por dimensión, hasta 50 reseñas",768,0.930762096887239,-0.009036446087967564,0.010742687644540299,0.32,0.6344772654693481,0.6019438290117864,0.0001108171881068154,0.010669458514190279,0.3599917797467279,0.4007888291379092,0.11631157401264414
