representacion,dimensiones,ρ Spearman,Δ ρ,desv. Δ ρ,mejora ρ,NDCG@10,Precisión@10,MAE,Δ MAE,desv. Δ MAE,R²,R² etapa 1 afinidades,R² etapa 1 filtros
"percentil 95 por dimensión, hasta 50 reseñas",384,0.6355998578467001,0.04007192164309609,0.024309638486870455,9/10,0.9532169836178864,0.45999999999999996,0.6228319643871411,-0.007088910704088025,0.015063640512559385,0.30929504673469477,0.35188959990965163,0.08946887517648318
"promedio, hasta 100 reseñas",384,0.6166323215387038,0.02110438533509974,0.010657899082785515,10/10,0.9294015451985553,0.25,0.6281005186886343,-0.0018203564025948249,0.006979139758811129,0.2942027349614115,0.33051880132753453,0.10642705231779663
"promedio + percentiles de similitud, hasta 100 reseñas",432,0.6165193010228828,0.020991364819278723,0.013885235287836124,10/10,0.9294743963678833,0.27,0.6273379565248787,-0.002582918566350412,0.008473993903237099,0.29143698297602516,0.34068545496599206,0.1061275592477747
"percentil 95 por dimensión, hasta 100 reseñas",384,0.6157129318504186,0.02018499564681465,0.02322091957548423,8/10,0.9483318802165404,0.43,0.6207790545275597,-0.009141820563669379,0.009556598433035733,0.3235146973186046,0.34814370239608694,0.10741589053588592
"percentil 90 por dimensión, hasta 50 reseñas",384,0.6148854811309621,0.01935754492735805,0.015956612073934364,9/10,0.9359873228939423,0.26,0.6297774206787293,-0.00014345441249966618,0.011996277402333033,0.2897542338437935,0.33894782494031056,0.10863036855425554
"percentil 50 por dimensión, hasta 100 reseñas",384,0.6101310066856203,0.014603070482016211,0.009992282532646285,9/10,0.9242406122184645,0.24,0.6339325350804501,0.004011659989220984,0.0027897150860822953,0.27609993039092856,0.31520129505997974,0.1010350304974714
"percentil 75 por dimensión, hasta 100 reseñas",384,0.6039816365476064,0.008453700344002358,0.015600707032414257,6/10,0.9301108813062238,0.27,0.6377784092308801,0.0078575341396511,0.008041404493800128,0.2812410962743864,0.3246516011598848,0.1070982717712056
"percentil 90 por dimensión, hasta 100 reseñas",384,0.6031764385721975,0.007648502368593446,0.023598701066182847,7/10,0.9414100931055629,0.32,0.633077012169071,0.0031561370778418474,0.008905127284738919,0.2841456633495878,0.32777251448953476,0.10301280380671643
"promedio + percentiles de similitud, todas las reseñas",432,0.5981695711614728,0.0026416349578688215,0.004258944153779245,7/10,0.9265798299314305,0.27999999999999997,0.6286302679405674,-0.00129060715066166,0.004422494487846619,0.28214032154311197,0.35273559467485754,0.11879016383830754
"percentil 90 por dimensión, todas las reseñas",384,0.5963741260759429,0.000846189872338865,0.016463845048122323,5/10,0.9338121811774093,0.32999999999999996,0.6349833976511977,0.0050625225599687075,0.00919777411923184,0.2839418425687694,0.3426332940558904,0.12098149556201916
"promedio, todas las reseñas",384,0.595527936203604,0.0,0.0,referencia,0.9277357691106124,0.27999999999999997,0.6299208750912291,0.0,0.0,0.27843767676265796,0.34063240652094817,0.12021378566853362
"percentil 50 por dimensión, todas las reseñas",384,0.5937242927386881,-0.0018036434649159605,0.0037519498689664696,3/10,0.9217397693711741,0.24,0.6330359731573215,0.0031150980660924143,0.001889060567388194,0.2682533566863839,0.32621179144464124,0.11861093254916263
"percentil 95 por dimensión, todas las reseñas",384,0.5929489602881852,-0.002578975915418813,0.020003311823512365,5/10,0.9472896396135478,0.37,0.6326591559102568,0.002738280819027683,0.00977553027193756,0.2766418626687993,0.35113489503444273,0.10968365206096939
"percentil 75 por dimensión, hasta 50 reseñas",384,0.5923504785930086,-0.003177457610595502,0.021718949367093333,5/10,0.9233402925283295,0.21000000000000002,0.641584043748432,0.011663168657202915,0.013446377937113473,0.26998927533331124,0.3154223872110088,0.10249159670923443
"percentil 75 por dimensión, todas las reseñas",384,0.5908694999167837,-0.004658436286820322,0.010330798342275049,4/10,0.9240214207824569,0.24,0.6387347479995723,0.008813872908343245,0.0094298787402483,0.27157568479038213,0.33526453061732386,0.12154339635442091
"promedio + percentiles de similitud, hasta 50 reseñas",432,0.5906493148704174,-0.004878621333186705,0.015725322726081438,3/10,0.9155755239410894,0.16999999999999998,0.6376712423649951,0.007750367273765923,0.012347086634585615,0.27031744980423794,0.322988142345307,0.10045018603389184
"promedio, hasta 50 reseñas",384,0.5890383333210719,-0.006489602882532114,0.022545988936539998,5/10,0.9212098838200811,0.19,0.6406394658227333,0.010718590731504319,0.013690352551357029,0.268794981262796,0.31810281817443864,0.1045491124206285
"percentil 50 por dimensión, hasta 50 reseñas",384,0.5829791453563039,-0.012548790847300173,0.011081137429276092,1/10,0.9133036025215361,0.16,0.6452272082277652,0.015306333136536255,0.011856193290433293,0.2558046730349107,0.29640343408894243,0.09370022806739656
