film_id,n_chunks,evaluada,sim · filtro · Camaradería Masculina Rancia,sim · filtro · Insoportabilidad Prolongada,sim · filtro · Control Emocional Artificial,sim · filtro · Personajes Diorama,sim · filtro · Caos Asfixiante,sim · afinidad · Resistencia Femenina,sim · afinidad · Contemplación Inmersiva,sim · afinidad · Ternura y Empatía Radical,sim · afinidad · Humanismo Social,sim · afinidad · Vanguardia y Simbolismo,sim · excepción · Camaradería Masculina Rancia,sim · excepción · Insoportabilidad Prolongada,pred · gt_afinidad_resistencia_femenina,pred · gt_afinidad_contemplación_inmersiva,pred · gt_afinidad_ternura_y_empatía_radical,pred · gt_afinidad_humanismo_social,pred · gt_afinidad_vanguardia_y_simbolismo,pred · gt_cols_camaradería_masculina_rancia,pred · gt_cols_insoportabilidad_prolongada,pred · gt_cols_control_emocional_artificial,pred · gt_cols_personajes_diorama,pred · gt_cols_caos_asfixiante,pred · gt_excepcion_camaradería_masculina_rancia,pred · gt_excepcion_insoportabilidad_prolongada,pred · gt_excepcion_control_emocional_artificial,pred · gt_excepcion_personajes_diorama,pred · gt_excepcion_caos_asfixiante,nota_lineal,nota_gemini,nota_lineal_entrenamiento,nota_lineal_cv,error_lineal_cv,nota_reglas_cv,error_reglas_cv,nota_modelo
one-battle-after-another,19,False,0.33944489698991087,0.46648980230421516,0.20047350769643654,0.2693307309963132,0.5005727389345972,0.0993959474917963,0.44560093779993587,0.23477161077161351,0.23247701642741994,0.4459039069620066,0.44443802110031805,0.6125728222313592,6.7075057,3.9311905,5.6234107,6.539579,6.554387,0.4655039070073923,2.2229869289356947,1.9548384592292734,1.4245579498332979,3.7368103041938268,0.23387128,0.43834123,0.0,0.0030603847,0.31714597,7.226932636144359,,,,,,,7.736938967411155
sinners,686,True,0.3590587632758911,0.5019058617767882,0.29070392980477544,0.4099971535406701,0.4960810646917542,0.1292953822454446,0.4770193536853157,0.2711050650350404,0.321586146350454,0.5657333300409452,0.5249380921296207,0.596767532356348,6.8244257,5.426555,5.7128863,6.641356,6.9694695,0.3429478301120235,2.116238545260618,4.686542037462461,2.303472001309596,2.7085308871834943,0.19907549,0.40532503,0.0,0.0077536763,0.12750445,7.707232440111217,7.5,7.707232440111217,7.965557770990703,0.46555777099070283,7.886907488374341,0.38690748837434086,7.957853765121054
marty-supreme,15,True,0.3060181803174432,0.5311482311670928,0.21532856893816507,0.2301632717826091,0.48465628983681086,0.08678854594374531,0.4005037476285283,0.28669081228627646,0.21998127756157493,0.438170608303279,0.4968923874229827,0.621913796918236,5.856207,3.805264,5.957206,6.2274833,6.8039923,0.630463727658908,6.71311022911593,3.9270427018236704,0.7988741944662582,4.769736010980683,0.24434341,0.42383087,0.0,0.0032212231,0.46224722,7.006033887114944,5.5,7.006033887114944,7.720647392855674,2.220647392855674,7.626136937064523,2.1261369370645227,6.932699184799299
it-was-just-an-accident,15,False,0.3768729354832229,0.5549987616760926,0.35353511110876584,0.38895161648440957,0.6133763752060755,0.23933861077601332,0.5785337388918307,0.3931532076515756,0.33517562055685235,0.5105734066663451,0.45484306697192123,0.6696833446762134,7.2457433,7.845252,6.645396,8.98026,8.025038,0.5194425548711002,6.0980175153849725,3.867043653265294,0.0,5.968600087839311,0.27236372,0.44286656,0.0,0.010208036,0.10928288,8.531573530426916,,,,,,,8.175008548810151
sentimental-value,18,False,0.3603070340195638,0.4665098025587393,0.39141778677013755,0.34893028971929446,0.5021210621632209,0.2604166347974952,0.5320837911117123,0.5263227160854446,0.3812930802634336,0.4853999993902411,0.5223028280587877,0.5531393207464217,8.6081085,8.886376,10.0,8.05833,6.5989485,0.04927606206477639,0.0,10.0,1.200448132522078,0.0,0.0,0.22119218,0.0,0.0034110132,0.0,10.319243660561716,,,,,,,6.891188279814933
the-secret-agent,17,False,0.3305068510238255,0.511736388213107,0.28998026793907383,0.43043787041729337,0.5490370797058318,0.16762505445622683,0.5688788115710688,0.262846291537465,0.2608450754807598,0.6008188233641554,0.516227847849316,0.6607755949484799,6.6506042,8.913591,6.185172,7.548245,8.756382,0.1807773477590746,3.988963334724904,3.6758592264435257,1.0127296517126634,2.061066923510439,0.19417185,0.28932968,0.0,0.0074453205,0.011326715,8.496348310163837,,,,,,,8.751834517262402
weapons,14,False,0.3213131224200387,0.5568702106264756,0.27540533180325666,0.4075272533580367,0.5850476727185587,0.1758987568273131,0.569086274289103,0.328892078416886,0.33665768621451575,0.5739686167173874,0.4825940832541605,0.6726578337175938,6.396065,3.3251395,4.521223,4.6495514,8.748353,0.4011437060423853,5.482342490373949,3.5592095856934605,1.7932276921541326,6.302409354567562,0.24058639,0.4093815,0.0,0.0,0.18864536,8.524627430168861,,,,,,,7.161139787499564
train-dreams,20,False,0.26159675773089314,0.4789997757399877,0.3367833231171984,0.38958804277571546,0.527104809964358,0.14693041196590714,0.5914879143159225,0.4105145768584417,0.39392569069761574,0.6085214540201063,0.5186069723820742,0.638185006032446,6.39414,9.412692,7.895467,7.5948415,8.429309,0.3417160786869107,2.257450335665367,2.581224302598817,2.00121286802643,2.068674113516277,0.16975786,0.32424244,0.0,0.0,0.0,9.563903222141521,,,,,,,9.099989486309038
hamnet,14,False,0.34434267885900827,0.5478746540542251,0.32814518373092616,0.40012998942004424,0.535329075151334,0.21246783988464912,0.5250869232312169,0.3716337028143578,0.31086449703993374,0.521223209242546,0.4834823502927677,0.594817941236046,8.099162,4.5167165,7.8992686,6.102959,6.64607,0.1542700237732061,2.005799291503653,5.768720332413223,1.4157519467116342,1.553829714634278,0.09203109,0.37634557,0.0,0.003762084,0.14459941,8.663372237356716,,,,,,,8.244463568181235
sorry-baby,13,False,0.34851557529666993,0.4960330650686855,0.34949268154572016,0.27981351566461843,0.5674878043925118,0.19001382931106398,0.5565454269579495,0.35677507069161646,0.32912387627967676,0.5045420835425395,0.4548170153805793,0.6084612139263452,8.195514,5.344779,7.0576177,7.286027,7.1603107,0.234114015111189,0.7895107048367049,3.3405733248434086,0.8377304754198998,2.7212761812034594,0.11165349,0.35260627,0.0,0.0,0.14777492,9.15522990822761,,,,,,,8.414990391067704
