representacion,dimensiones,MAE,R²,R² etapa 1 afinidades,R² etapa 1 filtros,Δ MAE,desv. Δ MAE
promedio + frases de reseña,384-394,0.6260346933501266,0.2980868901230561,0.34426841186432994,0.13528259568448603,-0.0028564269452235223,0.0018659172248400653
promedio + descripción (control),384-386,0.6281043545663904,0.29064420989503204,0.34426841186432994,0.12234201691507388,-0.0007867657289596375,0.0003540837451248799
promedio (sin frases),384,0.6288911202953501,0.2880024866368934,0.34426841186432994,0.11871566113177438,0.0,0.0
solo descripción (control),2-384,0.6311268986254331,0.27929970388039926,0.34426841186432994,0.018279277860247595,0.002235778330083105,0.009825936153293437
"promedio + frases de reseña, ponderadas",384-394,0.6351847266822878,0.29169669336109916,0.34426841186432994,0.12972708808437458,0.006293606386937744,0.016003568982588524
solo frases de reseña,8-384,0.63555274615481,0.2875013405152752,0.34426841186432994,0.05469623295642177,0.006661625859460019,0.010344031610192478
