film_id,n_chunks,evaluada,sim · filtro · Camaradería Masculina Rancia,sim · filtro · Insoportabilidad Prolongada,sim · filtro · Control Emocional Artificial,sim · filtro · Personajes Diorama,sim · filtro · Caos Asfixiante,sim · afinidad · Resistencia Femenina,sim · afinidad · Contemplación Inmersiva,sim · afinidad · Ternura y Empatía Radical,sim · afinidad · Humanismo Social,sim · afinidad · Vanguardia y Simbolismo,sim · excepción · Camaradería Masculina Rancia,sim · excepción · Insoportabilidad Prolongada,pred · gt_afinidad_resistencia_femenina,pred · gt_afinidad_contemplación_inmersiva,pred · gt_afinidad_ternura_y_empatía_radical,pred · gt_afinidad_humanismo_social,pred · gt_afinidad_vanguardia_y_simbolismo,pred · gt_cols_camaradería_masculina_rancia,pred · gt_cols_insoportabilidad_prolongada,pred · gt_cols_control_emocional_artificial,pred · gt_cols_personajes_diorama,pred · gt_cols_caos_asfixiante,pred · gt_excepcion_camaradería_masculina_rancia,pred · gt_excepcion_insoportabilidad_prolongada,pred · gt_excepcion_control_emocional_artificial,pred · gt_excepcion_personajes_diorama,pred · gt_excepcion_caos_asfixiante,nota_lineal,nota_gemini,nota_lineal_entrenamiento,nota_lineal_cv,error_lineal_cv,nota_reglas_cv,error_reglas_cv,nota_modelo
one-battle-after-another,19,False,0.8541518339931276,0.8785022030492101,0.8771987524787106,0.8543625418690355,0.8855786183333576,0.856802168055605,0.8733229620230128,0.8619870302002133,0.8662466093796535,0.8580656997896476,0.8754922777310195,0.8886646705872799,6.8908353,3.3745432,5.155209,5.8176084,6.88043,0.649309177527373,5.437670845004459,7.551605718873075,2.43744780834275,8.48639637461653,0.20779185,0.5012361,0.0,0.0021633515,0.2002228,7.225216872132817,,,,,,,6.744887590886189
sinners,299,True,0.8632426096433669,0.8864139433284731,0.8846396993241596,0.871158902551946,0.8899937836839424,0.8613070349400502,0.8829847992367812,0.8649016151901807,0.8761678091844716,0.8742941004366864,0.8861845116217704,0.8934349829282447,7.1086316,5.942341,5.9644413,7.197411,6.5288672,0.10067487234612649,1.9775407617641036,4.036210769171154,2.17144998891229,3.3069090593824146,0.13703412,0.20911328,0.0,0.006630686,0.11967059,8.219177197592115,7.5,8.219177197592115,8.271420028241248,0.7714200282412484,8.023622837001643,0.5236228370016427,8.047125328286997
marty-supreme,15,True,0.8501668489102274,0.8844572353807875,0.8763793201911847,0.8508432823104228,0.8862789461838405,0.8489093151216724,0.8650638477988497,0.8633972281044782,0.8614458249192691,0.855655305535219,0.8740390356686006,0.8826033364190622,4.897393,2.0137172,4.359379,5.8155756,7.011746,1.1857426031743183,7.135230751419625,3.7917779299213237,0.6267728102332868,8.380104310792953,0.2005927,0.31697834,0.0,0.0009788582,0.4268039,5.712560409463704,5.5,5.7125604094637055,5.564481524791338,0.06448152479133817,6.906609632098903,1.4066096320989034,6.168776263670685
it-was-just-an-accident,15,False,0.8543684538273241,0.8803168441047357,0.8800810837269251,0.8556049531312502,0.8970421055061717,0.864977866840215,0.8802679411004604,0.8690538168686257,0.8726927385570559,0.8656772937449757,0.873877054363202,0.8948758738719969,6.299487,5.5000744,6.044983,9.1535,8.068069,0.2933328619308806,6.245486397570933,4.7839123281974185,0.0,5.9499314774378735,0.374133,0.62181723,0.0,0.009230999,0.16556,8.167966859950166,,,,,,,7.952593254746241
sentimental-value,18,False,0.8610379352909663,0.8794581834271307,0.8919170948484036,0.8736577223666702,0.8815973289682093,0.8704967104464152,0.8961145608357644,0.8880392488679513,0.8874665589168618,0.8670828573636702,0.8849403891007909,0.8924972801879578,8.668172,9.063255,9.604172,7.9654737,6.8241663,0.0,2.573896135097558,5.165960274928906,1.280029219883057,1.364801677930167,0.0,0.23023713,0.0,0.0016012564,0.024734024,8.56343983242923,,,,,,,9.292685414829569
the-secret-agent,17,False,0.8657791227267608,0.8862155425451885,0.8953787646749938,0.8799467188402701,0.9016309217939872,0.8746862614487438,0.8932262365629461,0.8769148025702653,0.8881226719470888,0.8823616977667832,0.8966194454137846,0.9001433703391319,6.9347057,7.3172636,6.317774,7.266903,8.934251,0.1722379235345327,1.4206266039158257,2.432412944919699,1.2940671048073313,2.732165025379569,0.19024111,0.12512943,0.0,0.0009362269,0.07579718,8.579335915716094,,,,,,,8.733523262592652
weapons,14,False,0.8486861461387845,0.8806241362210023,0.8731033515390456,0.852755768361502,0.8925192992687461,0.845206630029719,0.8724639534729276,0.8538659956046565,0.8633443791603923,0.8634561833544319,0.8779105088537209,0.8900965381713648,5.40604,3.1532288,3.5671394,4.6336203,8.488354,0.9312161107119885,5.048449639677936,4.560414840317894,2.23979079164865,6.1508287680478375,0.35984036,0.50631255,0.0,0.00400992,0.19086741,6.820357405914117,,,,,,,7.0538115931132435
train-dreams,20,False,0.8478019737612836,0.8762974996214816,0.8803528198112736,0.8692948234860483,0.8816234775822211,0.8599176861072061,0.8857881019676037,0.8712493921761044,0.8800479032209463,0.8666725783406509,0.8803827828248516,0.8919047781580209,6.7101593,10.0,8.41437,8.6801605,8.112412,0.4328481990824603,1.655773388797381,2.3157319296730146,2.6683188809191796,0.0,0.11685223,0.28528073,0.0,0.0018929727,0.018219426,9.490688217230726,,,,,,,9.445353488424955
hamnet,14,False,0.8472494700558045,0.8777681253232559,0.8775580362644877,0.8590238177726797,0.8799797864202004,0.8614878084173078,0.8779524800815139,0.8676916502317709,0.8678621905992996,0.8622604532196939,0.8778119739150037,0.8831047761812558,8.433972,6.323981,7.69423,7.224469,7.0194597,0.09984393844788358,2.5068012332609193,8.167276223471266,2.8903921068790255,3.957597369647321,0.025783688,0.39081588,0.0,0.010264017,0.06651609,8.207232037676421,,,,,,,7.692147699803026
sorry-baby,13,False,0.8579475252675072,0.8792805732833571,0.8842380248362363,0.8608261131961039,0.8773750780131179,0.8626823516467251,0.876027264669988,0.8672213616748832,0.8706344272258423,0.8583899872042426,0.8709351672596137,0.8805569991401321,9.309076,5.84394,7.22283,7.09298,6.754442,0.047787688599146894,2.526777461697142,3.9121731527186077,1.3064208387638474,2.3986669115819943,0.0016707778,0.34046155,0.0,0.0,0.13579513,7.598669897975155,,,,,,,8.484563536196184
