criterio,"promedio + frases de reseña, ponderadas",solo descripción (control),promedio + frases de reseña,promedio + descripción (control),solo frases de reseña,promedio (sin frases)
camaradería_masculina_rancia,-0.025955283770402758,-0.028671070117662255,-0.0191005604971632,-0.018926530854892498,-0.028350312041329363,-0.018958263495543914
insoportabilidad_prolongada,0.19342407691993488,0.1199628940397075,0.17803266527405182,0.14811230613659393,0.20835033416624418,0.14232711473905066
control_emocional_artificial,0.36903616519950844,-0.018691662842382863,0.30235523547832727,0.27888202624108527,0.0910850577046041,0.2761347894851493
personajes_diorama,0.07372245536539147,-0.024298511354566642,0.13649688099920998,0.1395718478191131,-0.0172736846212858,0.13729591695933394
caos_asfixiante,0.07725643317919743,0.042861614457715726,0.07913058192102829,0.0727539202792272,0.010763203445376391,0.06426937065467817
