criterio,solo descripción (control),"promedio + frases de reseña, ponderadas",solo frases de reseña,promedio + frases de reseña,promedio + descripción (control),promedio (sin frases)
camaradería_masculina_rancia,-0.028671003408187644,-0.025955241288091013,-0.028350277924814947,-0.019100559107973192,-0.018926530391136,-0.018958263495543914
insoportabilidad_prolongada,0.11996290076124116,0.193424076562061,0.20835028553302454,0.17803265230180995,0.1481123184967433,0.14232711473905066
control_emocional_artificial,-0.018691662854555147,0.36903600319213514,0.0910848669642813,0.302355209476715,0.2788820066311491,0.2761347894851493
personajes_diorama,-0.024298510261613115,0.07372249426588107,-0.01727359846281671,0.1364968754863661,0.13957184311111698,0.13729591695933394
caos_asfixiante,0.042861642010320763,0.07725658942083995,0.010763225790441677,0.07913062316971704,0.07275393780844588,0.06426937065467817
