representacion,dimensiones,MAE,R²,R² etapa 1 afinidades,R² etapa 1 filtros,Δ MAE,desv. Δ MAE
promedio + frases de reseña,768-778,0.5996972469823245,0.36763523591595587,0.3969187578483481,0.13282465400894808,-0.002564722683069154,0.0023118228065526205
promedio + descripción (control),768-770,0.6015580186181898,0.363662749847198,0.3969187578483481,0.1243006142737011,-0.0007039510472038879,0.0004172473934442875
promedio (sin frases),768,0.6022619696653937,0.3619888744164248,0.3969187578483481,0.11944192235811854,0.0,0.0
"promedio + frases de reseña, ponderadas",768-778,0.604796698795495,0.3805649405405679,0.3969187578483481,0.19127802852751657,0.00253472913010131,0.007857601654030422
solo descripción (control),2-768,0.6108336817944631,0.35377497763828347,0.3969187578483481,0.04656804966656922,0.00857171212906931,0.011476956192838882
solo frases de reseña,8-768,0.6126556742381305,0.3710941056410645,0.3969187578483481,0.09963676391371448,0.01039370457273674,0.010370666497332686
