date        , rating, review_text                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  , film_id                 , film_title                     , director
07 Dec 2025 ,    1.5, 30                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , hamnet                  , Hamnet (2025)                  , Chloé Zhao
07 Sep 2025 ,    4.0, "Theres going to be a lot of very warranted conversations about the spectacular performances from Buckley and Mescal and Jacobi Jupe, but I found myself extremely captivated by Noah Jupes big moment. A big ouch of a watch, in the most complimentary way."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               , hamnet                  , Hamnet (2025)                  , Chloé Zhao
16 Nov 2025 ,    4.5, "What happens to a bond when loss teaches each person to grieve in their own isolated way? What makes Hamnet so affecting is not simply the tragedy itself, but the way it portrays the sorrow that stays in the spaces between Agnes and William. They are two people who love differently, who move through the world with entirely separate languages, yet they are bound by the same unbearable absence."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                , hamnet                  , Hamnet (2025)                  , Chloé Zhao
13 Oct 2025 ,    3.0, "staged really well, loved the fleeting woodland shots in the first half. full of many grand moments layered with pure tragedy, but none of them fully delivered the expected emotional eruption - several bits just left me feeling a bit cold.  asks you to commit to very particular moments, almost relies on them to love it. Feels as though the great score does a lot of the heavy lifting here during its darkest moments. that piece of music at the end would elevate anything. Jacobi Jupe delivers one of the best child performances Ive seen in a minute!  Jessie Buckley is obviously great too! good bit to like, but wish it got me in my feelings a little more."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         , hamnet                  , Hamnet (2025)                  , Chloé Zhao
08 Dec 2025 ,    2.0, "This left me cold. I remained unmoved by its manicured emotions and visual earthiness. Well, thats not entirely true. I was definitely annoyed by this film. I found it trite, its emotional depth and psychological sketching of its characters too brittle. I wasnt moved to weep at the films simplistic portrayal of grief, earth mothers, artistic creation, and a family wrecked by the unexpected loss of a young child. "                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , hamnet                  , Hamnet (2025)                  , Chloé Zhao
16 Jan 2026 ,    5.0, will you be brave?                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , hamnet                  , Hamnet (2025)                  , Chloé Zhao
14 Jan 2026 ,    1.5, "As I come here to log this, I realize the tagline is KEEP YOUR HEART OPEN. I almost always do whenever I walk into a movie. But I walked out of this utterly unmoved and uninspired. It is the easiest thing in the world to make me cry, but my eyes remained dry, which means the disingenuity overpowered any sense of emotional manipulation I was willing to let in. Yikes. I thought at least this would look good or have breathtaking performances. Everyone seems to be going through the motions of what might earn them an Oscar. Screaming, crying, grieving, but never digging further  which I fault not the performers, as that is a limitation set by the screenplay and direction. I expected the leads to be good, and they were perfectly good, but they never, ever surprised me. And then there are the visual choices, which I truly could not care for, mostly because it promises a kind of movie that it never delivers You get a chance to tell a wild, witchy, feminist, possibly hellbent tale of a woman we know little about and you deliver... THIS? This is your Agnes? Turned into a complete rube by the end? (Also I hated that CCTV camera angle when they have full pants-on sex lol.)"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                , hamnet                  , Hamnet (2025)                  , Chloé Zhao
07 Sep 2025 ,    4.0, "The rest is silence.
                      I think its wondrous that Shakespeares work still enchants and moves me to tears. A lot here that knocked me over. A lot here that is quietly profound. A surprising amount that feels more like a means to a very cathartic end.
                      House of Cinema episode available now wherever you listen to podcasts )"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     , hamnet                  , Hamnet (2025)                  , Chloé Zhao
28 Dec 2025 ,    2.5, "Its not everyday you see a capital W Weepie in theatres, and Chloe Zhao wants you to know it. "                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             , hamnet                  , Hamnet (2025)                  , Chloé Zhao
27 Jul 2025 ,    5.0, i feel guilty when i dont think about it.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , sorry-baby-2025         , "Sorry, Baby (2025)"           , Eva Victor
30 Jun 2025 ,    5.0, "The static shot outside the house as day turns to evening, then to night. The drive home afterward. The dip in the bath as you ramble, trying to make sense of what just happened to you. Eva Victor, you gave me chills.
                      Sorry, Baby is perfection in every sense of word. The way its effortlessly funny in the driest way possible in one moment, then absolutely shattering in the next. Eva Victor is not only in complete command of the story and its tone theyre also commanding on screen, delivering a performance that genuinely moved me."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 , sorry-baby-2025         , "Sorry, Baby (2025)"           , Eva Victor
26 Jun 2025 ,    4.5, "In the questionnaire you wrote, how would your friends describe you smart. You crossed that out and wrote, tall.The scene with John Carroll Lynch reminded me of the big Janelle Monáe moment in Moonlight. When a person is the exact right kind of nice at the exact right moment that someone else needs it."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            , sorry-baby-2025         , "Sorry, Baby (2025)"           , Eva Victor
03 Aug 2025 ,    3.5, "Really wanted to love this, the performances are great, the direction is good, the story structure is excellent. I guess I just found the dialogue to be a little standard and unengaging a lot of the time, especially in comparison to how gripping the wordless nighttime driving scene was. I think the main character using humor to cope is a smart idea that usually worked, but there are some jokes that landed with a thud (my audience of mostly women was dead silent at the We...are women scene). Dont think I heard a single chuckle during the beating a mouse to death scene either.Ultimately though, it is admirable in a way how refreshingly messy and honest this movie is. Its nice to see life go on in a film that doesnt take an overwhelmingly bleak approach to this subject matter. I really liked it. I think I wouldve loved it if any line of dialogue stuck out in an exceptional way."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , sorry-baby-2025         , "Sorry, Baby (2025)"           , Eva Victor
30 Jul 2025 ,    0.0, "liked this a lot!! a lesser debut would sink under the weight of its writerdirector trying to also juggle its central performance, but eva handles all three without feeling like something has completely fallen through. so confidently directed, i would love to read this script and see how they scripted certain scenes."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             , sorry-baby-2025         , "Sorry, Baby (2025)"           , Eva Victor
20 Jul 2025 ,    0.0, "its not difficult for most people who havent been sexually assaulted to understand the tragedy of it. its harder for anyone who hasnt experienced it to understand how the aftermath of something so horrific can be so laughably fucked up and uncomfortable. eva victor has achieved something great with this, engaging in the tragicomedy that comes after The Bad Thing happens and life just goes on as it always had. its agonizing, its funny, its awkward, its painful and its loving. "                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , sorry-baby-2025         , "Sorry, Baby (2025)"           , Eva Victor
