criterio,solo frases de reseña,"promedio + frases de reseña, ponderadas",promedio + frases de reseña,promedio (sin frases),promedio + descripción (control),solo descripción (control)
camaradería_masculina_rancia,-0.021721199079589894,-0.010389281339779455,0.0024483540827227924,0.002661273771155259,0.002511444562118226,-0.02166075661731921
insoportabilidad_prolongada,0.09431078963983093,0.2074918241492269,0.22348674252503412,0.22622153965026676,0.22657431173811143,0.03853184524377322
control_emocional_artificial,0.04802303748487084,0.33320278260773706,0.30053427040687103,0.28309569182087513,0.2835940377957056,-0.009056776351632356
personajes_diorama,0.023614710743119605,0.19734544292400347,0.15809785469554014,0.14686413988823918,0.14705423813799434,-0.02365321378715022
caos_asfixiante,0.048938653431244414,0.3002215465809234,0.29164074734667855,0.2908114523473883,0.2895817249664779,-0.03435856083987545
