representacion,dimensiones,NDCG@10,Δ NDCG@10,desv. Δ NDCG@10,Precisión@10,ρ Spearman,MAE,Δ MAE,desv. Δ MAE,R²,R² etapa 1 afinidades,R² etapa 1 filtros
promedio (sin frases),768,0.9374418320816403,0.0,0.0,0.3,0.6559991825546054,0.5924534199776256,0.0,0.0,0.38248117740774384,0.44650546169079863,0.18993081949558493
promedio + frases de reseña,768-778,0.9374418320816403,0.0,0.0,0.3,0.6572699313594326,0.5915304447804259,-0.000922975197199638,0.0006570898115859762,0.38385608432629575,0.44650546169079863,0.19524159381136932
promedio + descripción (control),768-770,0.9374418320816403,0.0,0.0,0.3,0.6561245006395054,0.5924127128179855,-4.070715964008542e-05,4.4245429800384974e-05,0.3825365660780983,0.44650546169079863,0.1898631514400815
"promedio + frases de reseña, ponderadas",768-778,0.9361161135185471,-0.0013257185630932255,0.002669523257534776,0.27999999999999997,0.6655784032685975,0.5882053453336077,-0.004248074644017818,0.0030515202988287892,0.38900128274858925,0.44650546169079863,0.20557446298442228
solo descripción (control),2-768,0.9350221370518541,-0.0024196950297862285,0.007393757980185693,0.32,0.657264075374157,0.5990101735022769,0.006556753524651304,0.004168308732988393,0.36315964475897655,0.44650546169079863,-0.010039492470440803
solo frases de reseña,8-768,0.9347568371576902,-0.0026849949239502457,0.0038521501206666524,0.27999999999999997,0.6664813961981108,0.5945637005863192,0.002110280608693649,0.0038739206700021,0.3745449828806732,0.44650546169079863,0.03863319844389518
