criterio,"promedio + frases de reseña, ponderadas",solo frases de reseña,promedio (sin frases),promedio + frases de reseña,promedio + descripción (control),solo descripción (control)
camaradería_masculina_rancia,-0.028576789896836274,-0.028986408901031657,-0.010322842312915904,-0.010739303386530619,-0.010511502504338143,-0.02943470602027374
insoportabilidad_prolongada,0.205577511408845,0.09686157813425843,0.23593188918639965,0.23488263727476139,0.23616900490140083,0.03974167756971164
control_emocional_artificial,0.34943294973142136,0.03926459409804752,0.3010005171798297,0.3185076259111531,0.3015511328480083,-0.011501735406939195
personajes_diorama,0.17671736770855542,0.023497178298263956,0.14751103531834062,0.15593014720205034,0.14759679244416424,-0.029188096789714502
caos_asfixiante,0.298768527140981,0.04736459596514484,0.2829625737591054,0.28526973436998937,0.28218733660879985,-0.03234343788208991
